_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
663eae98866cd8bb79863eb3,,51.67,95,51.67,59.98,372;0;0;0,quote,2325,2,2,86.39,0,26.56,false,false,english,none,normal,false,false,false,,1715383960000
663eade1866cd8bb79863ace,,49.9,96.48,49.9,52.94,354;0;0;0,quote,3536,2,1,85.13,0,1.64,false,false,english,none,normal,false,false,false,,1715383777000
663db292866cd8bb797b514a,true,51.86,94.34,53.02,62.25,405;0;0;1,custom,custom,-1,1,93.71,0,1.12,false,false,english,none,normal,false,false,false,,1715319442000
663db19f866cd8bb797b49a0,,58.24,95,58.24,65.1,492;0;0;0,quote,4129,2,1,101.38,0,0.93,false,false,english,none,normal,false,false,false,,1715319199000
663db12e866cd8bb797b4625,,56.78,95.27,56.78,66.15,383;0;0;0,quote,2189,2,0,80.94,0,0,false,false,english,none,normal,false,false,false,,1715319086000
663db0d5866cd8bb797b4372,,71.19,98.9,71.19,78.75,89;0;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,,1715318997000
663b2511866cd8bb795f4a63,,75.17,100,75.17,85.18,94;0;0;0,time,15,-1,7,15.01,0,38.21,false,false,english,none,normal,false,false,false,,1715152145000
65ee8b06d7bfb8ea57438225,,70.39,100,70.39,71.57,88;0;0;0,time,15,-1,3,15,0,24.94,false,false,english,none,normal,false,false,false,,1710131974000
65ee8a88d7bfb8ea57437e15,,67.16,95.1,67.16,64.52,136;0;0;0,words,25,-1,0,24.3,0,0,false,false,english,none,normal,false,false,false,,1710131848000
65ee8a67d7bfb8ea57437d33,,57.52,96.3,57.52,67.12,127;0;0;0,words,25,-1,13,26.5,0,84.22,false,false,english,none,normal,false,false,false,,1710131815000
65ee89a9d7bfb8ea574377e7,,74.22,97.76,77.69,77.31,128;2;0;0,words,25,-1,0,20.7,0,0,false,false,english,none,normal,false,false,false,,1710131625000
65ee898ad7bfb8ea57437711,true,78.84,100,78.84,82.02,135;0;0;0,words,25,-1,0,20.55,0,0,false,false,english,none,normal,false,false,false,,1710131594000
65e943bdd7bfb8ea57141c50,,48.39,85.23,57.49,57.65,117;8;1;1,words,25,-1,4,29.02,0,12.19,false,false,english,none,normal,false,false,false,,1709786045000
65e434a7d7bfb8ea57dfe889,,53.49,92.56,56.44,71.56,109;2;0;0,words,25,-1,0,24.45,0,0,false,false,english,none,normal,false,false,false,,1709454503000
65e3fe7bd7bfb8ea57de48cc,,49.24,92.54,49.24,43.97,122;0;0;0,words,25,-1,0,29.73,0,0,false,false,english,none,normal,false,false,false,,1709440635000
65e3fe5bd7bfb8ea57de47c4,,61.63,98.41,61.63,49.76,124;0;0;0,words,25,-1,0,24.14,0,0,false,false,english,none,normal,false,false,false,,1709440603000
65e3fe41d7bfb8ea57de4704,,46.78,91.3,46.78,39.11,125;0;0;0,words,25,-1,0,32.06,1,0,false,false,english,none,normal,false,false,false,,1709440577000
65d876762c98ce437409c295,,57.2,91.19,59.2,71.95,143;2;0;0,time,30,-1,2,30,0,3.26,false,false,english,none,normal,false,false,false,,1708684918000
65d3ef102c98ce4374db8739,,54.8,92.76,54.8,60.57,137;0;0;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1708388112000
65d3eeea2c98ce4374db85fd,,67.19,98.82,67.19,66.11,84;0;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,,1708388074000
65cef5a32c98ce4374afab3c,,56.79,89.41,67.19,72.16,71;6;0;1,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,,1708062115000
65cef5902c98ce4374afaaa5,,69.59,96.7,69.59,69.04,87;0;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,,1708062096000
65cc904b4a1f8f32d7a1df38,,69.59,97.75,69.59,76.59,87;0;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,,1707905099000
657fbbc96dbc38d1316e62c6,,59.99,89.25,71.99,76.3,75;4;0;2,time,15,-1,1,15,0,0.23,false,false,english,none,normal,false,false,false,,1702869961000
657fbb926dbc38d1316e610c,,65.19,95.98,67.99,78.47,163;2;0;0,time,30,-1,3,30,0,5.52,false,false,english,none,normal,false,false,false,,1702869906000
657f25d26dbc38d13169f6a2,,64,95.32,66.39,73.53,160;2;0;0,time,30,-1,2,30,0,5.59,false,false,english,none,normal,false,false,false,,1702831570000
6555a7fe27c5c14c2c4a921b,,59.99,99.34,59.99,74.11,150;0;0;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1700112382000
65518b362b8a1f66f95ff6bd,,52,92.18,54.99,69.8,260;6;0;1,time,60,-1,0,60.01,0,0,false,false,english,none,normal,false,false,false,,1699842870000
65518ae42b8a1f66f95ff40b,,59.19,93.73,60.59,73.07,296;4;0;1,time,60,-1,0,60.01,0,0,false,false,english,none,normal,false,false,false,,1699842788000
65518a992b8a1f66f95ff1a0,,67.98,97.14,67.98,78.28,170;0;0;0,time,30,-1,0,30.01,0,0,false,false,english,none,normal,false,false,false,,1699842713000
65518a512b8a1f66f95c2054,,63.59,98.18,65.19,77.12,159;1;0;0,time,30,-1,3,30,0,4.61,false,false,english,none,normal,false,false,false,,1699842641000
654c83ff2b8a1f66f952fcce,,58.78,95.68,62.78,76.29,147;1;0;1,time,30,-1,1,30.01,0,4.86,false,false,english,none,normal,false,false,false,,1699513343000
654c82ed2b8a1f66f94b5d22,,54.79,97.24,57.19,79.25,137;1;0;1,time,30,-1,2,30,0,28.22,false,false,english,none,normal,false,false,false,,1699513069000
654348d9c150fabbd6ae39e6,,61.19,94.01,65.19,75.16,153;0;5;0,time,30,-1,4,30.01,0,10.13,false,false,english,none,normal,false,false,false,,1698908377000
65434827c150fabbd6ae3490,,64,95.88,66.4,75.32,160;2;0;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1698908198000
65434806c150fabbd6ae339c,,55.59,88.96,63.18,73.68,139;6;4;0,time,30,-1,3,30.01,0,9.9,false,false,english,none,normal,false,false,false,,1698908166000
654347d3c150fabbd6ae3213,,73.58,96.88,73.58,69.92,92;0;0;0,time,15,-1,2,15,0,7.35,false,false,english,none,normal,false,false,false,,1698908115000
654346e4c150fabbd6ae2b5c,,63.99,93.18,69.59,75.21,80;3;1;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,,1698907876000
6530bd05397591e7650689c3,,69.57,100,69.57,76.28,87;0;0;0,time,15,-1,1,15.01,0,1.52,false,false,english,none,normal,false,false,false,,1697692933000
65237b164cb4fabb7d3cb761,,54.38,91.03,60.78,61.43,68;2;2;0,time,15,-1,3,15.01,0,5.4,false,false,english,none,normal,false,false,false,,1696824086000
651416ac36bd0a3b02109e47,,59.16,91.46,60.76,77.98,74;1;0;0,time,15,-1,0,15.01,0,0,false,false,english,none,normal,false,false,false,,1695815340000
651415f636bd0a3b02109806,true,77.57,100,77.57,86.32,97;0;0;0,time,15,-1,1,15.01,0,2.87,false,false,english,none,normal,false,false,false,,1695815158000
64831ca83fc01f23c8fa3dd3,true,75.2,98.95,75.2,81.17,94;0;0;0,time,15,-1,1,15,0,2.65,false,false,english,none,normal,false,false,false,,1686314152000
6476bcc70170c3dfdca70d56,,64.76,95.56,71.15,78.92,81;1;0;1,time,15,-1,3,15.01,0,13.02,false,false,english,none,normal,false,false,false,,1685503175000
646b6314c7b2e74af065fa21,,64,90.32,72,78.6,80;4;0;0,time,15,-1,4,15,0,27.92,false,false,english,none,normal,false,false,false,,1684759316000
646a0f46c7b2e74af0fd5ee8,,69.6,95.7,74.4,82.14,87;2;1;0,time,15,-1,4,15,0,9.23,false,false,english,none,normal,false,false,false,,1684672326000
6469ef47c7b2e74af0c3a077,,71.15,100,71.15,68.34,89;0;0;0,time,15,-1,1,15.01,1,2.53,false,false,english,none,normal,false,false,false,,1684664135000
646972bbc7b2e74af0dd4329,,58.99,92.57,62.19,68.54,295;9;1;2,time,60,-1,0,60.01,0,0,false,false,english,none,normal,false,false,false,,1684632251000
6464da514f80bd8a6a79af38,true,60.19,93.12,68.59,75.79,301;10;1;2,time,60,-1,0,60.01,0,0,false,false,english,none,normal,false,false,false,,1684331088000
6464d9574f80bd8a6a79a1c0,true,76.37,99.48,76.37,72.76,191;0;0;0,time,30,-1,0,30.01,0,0,false,false,english,none,normal,false,false,false,,1684330839000
6464d90b4f80bd8a6a799db4,,49.2,87.35,65.2,68.11,123;10;1;3,time,30,-1,13,30,0,102.62,false,false,english,none,normal,false,false,false,,1684330763000
6464d7804f80bd8a6a798a5b,,51.98,89.86,55.58,66.12,130;4;0;0,time,30,-1,0,30.01,0,0,false,false,english,none,normal,false,false,false,,1684330368000
6464d75d4f80bd8a6a7988bb,,56.4,94.87,60.4,64.76,141;1;1;4,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1684330333000
6464d73c4f80bd8a6a79870f,,57.58,93.21,62.38,73.55,144;4;0;0,time,30,-1,1,30.01,0,1.98,false,false,english,none,normal,false,false,false,,1684330300000
6464d7184f80bd8a6a798552,,51.58,88.46,58.38,61.11,129;5;0;0,time,30,-1,1,30.01,0,0.25,false,false,english,none,normal,false,false,false,,1684330264000
6464d6f24f80bd8a6a798372,,64.76,94.38,69.55,73.55,81;2;0;0,time,15,-1,0,15.01,0,0,false,false,english,none,normal,false,false,false,,1684330226000
6464d6d74f80bd8a6a765df3,,68.8,96.74,73.6,84.4,86;2;0;0,time,15,-1,2,15,0,12.57,false,false,english,none,normal,false,false,false,,1684330199000
6464d6ac4f80bd8a6a73365c,,61.56,96.25,61.56,72.9,77;0;0;0,time,15,-1,0,15.01,0,0,false,false,english,none,normal,false,false,false,,1684330156000
645f59056d0f2738e3beba93,,59.16,95.12,64.76,81.27,74;2;0;0,time,15,-1,0,15.01,0,0,false,false,english,none,normal,false,false,false,,1683970309000
645f58f56d0f2738e3beba25,,58.4,96.05,58.4,61.57,73;0;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,,1683970293000
645f58e46d0f2738e3beb9c0,,53.6,93.33,57.6,72.68,67;1;0;0,time,15,-1,2,15,0,9.73,false,false,english,none,normal,false,false,false,,1683970276000
645f58c66d0f2738e3beb907,,59.16,93.9,63.16,72.57,74;0;1;0,time,15,-1,5,15.01,0,24.35,false,false,english,none,normal,false,false,false,,1683970246000
645f588c6d0f2738e3b8767b,,60.76,96.2,60.76,67.88,76;0;0;0,time,15,-1,10,15.01,0,46.64,false,false,english,none,normal,false,false,false,,1683970188000
645f58276d0f2738e3b8740b,,62.4,94.38,70.4,65.49,78;3;0;0,time,15,-1,3,15,0,5.9,false,false,english,none,normal,false,false,false,,1683970087000
645f580c6d0f2738e3b8734f,,57.56,88.76,71.15,78.27,72;5;2;0,time,15,-1,2,15.01,0,5.56,false,false,english,none,normal,false,false,false,,1683970060000
645f57f46d0f2738e3b872b7,,66.4,92.22,72,74.91,83;5;1;0,time,15,-1,2,15,0,4.42,false,false,english,none,normal,false,false,false,,1683970036000
645f57d16d0f2738e3b871c6,,43.97,88.46,61.56,55.52,55;4;2;0,time,15,-1,0,15.01,1,0,false,false,english,none,normal,false,false,false,,1683970001000
645f57ad6d0f2738e3b870c7,,47.97,83.95,64.76,67.02,60;8;2;0,time,15,-1,1,15.01,1,9.7,false,false,english,none,normal,false,false,false,,1683969965000
645f578f6d0f2738e3b8700b,,46.4,79.38,77.6,84.16,58;9;4;2,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,,1683969935000
645f574f6d0f2738e3b86e54,,62.8,95.98,69.6,77.13,157;4;0;1,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1683969871000
645f572e6d0f2738e3b86d69,,59.98,95.03,62.38,73.44,150;2;0;0,time,30,-1,1,30.01,0,0.13,false,false,english,none,normal,false,false,false,,1683969838000
645f57056d0f2738e3b86c5a,,54.38,92.55,63.58,70.16,136;6;1;0,time,30,-1,2,30.01,0,21.33,false,false,english,none,normal,false,false,false,,1683969797000
645f56c66d0f2738e3b86aa2,,40.8,96.33,42.4,64.14,102;0;0;1,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1683969734000
645e3bf06d0f2738e3bb4e43,,67.2,95.74,74.8,83.05,168;4;0;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1683897328000
645ce2e26d0f2738e344f9a5,,62.4,96.91,64.8,73.99,156;4;0;0,time,30,-1,1,30,0,1.97,false,false,english,none,normal,false,false,false,,1683808994000
645ce2bb6d0f2738e344f7fa,,53.18,90.85,56.38,69.48,133;1;0;1,time,30,-1,0,30.01,0,0,false,false,english,none,normal,false,false,false,,1683808955000
645a31c78723e138c4c335a9,,59.2,95.63,63.6,77.64,148;3;1;0,time,30,-1,1,30,0,27.45,false,false,english,none,normal,false,false,false,,1683632583000
6459cf978723e138c4123293,,60.8,94.58,64.8,64.25,152;4;0;1,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1683607447000
6459cf758723e138c41231b4,,58.8,89.08,65.6,69.68,147;6;0;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1683607413000
645654e38723e138c4d4f617,,48,94.74,50,63.32,120;1;0;0,time,30,-1,1,30,0,2.25,false,false,english,none,normal,false,false,false,,1683379427000
6455ec328723e138c4185ee1,,55.2,97.89,55.2,71.69,138;0;0;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1683352626000
6455ec118723e138c4185e00,,48.38,96.88,48.38,61.3,121;0;0;0,time,30,-1,2,30.01,0,1.77,false,false,english,none,normal,false,false,false,,1683352593000
6455ebdb8723e138c4185cba,,52.8,92.31,52.8,61.84,132;0;0;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1683352539000
645545858723e138c4f0cc46,,56.38,95.33,57.98,71.72,141;1;0;1,time,30,-1,1,30.01,0,5.56,false,false,english,none,normal,false,false,false,,1683309957000
6455454e8723e138c4f0c97c,,53,92.67,54.8,64.23,530;3;0;2,time,120,-1,3,120.01,0,19.23,false,false,english,none,normal,false,false,false,,1683309902000
645544b18723e138c4f0c1c4,,53.56,93.24,55.96,66.52,67;2;0;0,time,15,-1,0,15.01,0,0,false,false,english,none,normal,false,false,false,,1683309745000
6455449e8723e138c4f0c0e9,,54.4,91.46,62.4,77.98,68;2;0;1,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,,1683309726000
645544888723e138c4f0bfd5,true,72,100,72,89.46,90;0;0;0,time,15,-1,3,15,0,13.06,false,false,english,none,normal,false,false,false,,1683309704000
645544658723e138c4f0be0e,,63.96,97.56,63.96,72.57,80;0;0;0,time,15,-1,0,15.01,0,0,false,false,english,none,normal,false,false,false,,1683309669000
645544498723e138c4f0bc7a,,46.37,92.86,55.16,76.97,58;2;0;1,time,15,-1,1,15.01,0,2.01,false,false,english,none,normal,false,false,false,,1683309641000
645544328723e138c4f0bb42,,55.96,95.06,63.96,71.47,70;0;1;1,time,15,-1,1,15.01,0,4.83,false,false,english,none,normal,false,false,false,,1683309618000
6455441b8723e138c4eda224,,50.4,87.5,50.4,64.17,63;0;0;0,time,15,-1,4,15,0,5.32,false,false,english,none,normal,false,false,false,,1683309595000
645544008723e138c4ea878f,,56.8,89.66,69.6,69.03,71;6;1;1,time,15,-1,4,15,0,11.05,false,false,english,none,normal,false,false,false,,1683309568000
645543dc8723e138c4ea859e,,63.96,90.63,75.95,78.05,80;5;1;1,time,15,-1,2,15.01,0,11.16,false,false,english,none,normal,false,false,false,,1683309532000
645543af8723e138c4ea830f,,69.55,94.62,72.75,72.88,87;2;0;0,time,15,-1,2,15.01,0,4.26,false,false,english,none,normal,false,false,false,,1683309487000
6455438c8723e138c4ea811b,,69.6,95.6,69.6,72.77,87;0;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,,1683309452000
645543798723e138c4ea800d,true,69.6,97.83,73.6,79.49,87;1;0;0,time,15,-1,3,15,0,3.99,false,false,english,none,normal,false,false,false,,1683309433000
